Species,Area,Units,Country
RSK,27.9_NK,TLW,PT
RTX,27.9,TLW,PT
RTX,27,TLW,PT
RTX,27.1,TLW,PT
RTX,27.10.a,TLW,PT
RTX,27.10.a_NK,TLW,PT
RTX,27.9.a,TLW,PT
RTX,27.9_NK,TLW,PT
RUB,27.9,TLW,PT
RUB,27,TLW,PT
RUB,27.1,TLW,PT
RUB,27.10.a,TLW,PT
RUB,27.10.a.2,TLW,PT
RUB,27.10.a_NK,TLW,PT
RUB,27.10_NK,TLW,PT
RUB,27.9.a,TLW,PT
RUB,27.9.b,TLW,PT
RUB,27.9.b.2,TLW,PT
RXY,27.8,TLW,PT
RXY,27.9,TLW,PT
RXY,27,TLW,PT
RXY,27.8.c,TLW,PT
RXY,27.9.a,TLW,PT
SAA,27.4,TLW,FR
SAA,27.7,TLW,FR
SAA,27.8,TLW,FR
SAA,27,TLW,FR
SAA,27.4.c,TLW,FR
SAA,27.7.d,TLW,FR
SAA,27.8.b,TLW,FR
SAA,27_NK,TLW,FR
SAA,27.4,TLW,GB
SAA,27.7,TLW,GB
SAA,27,TLW,GB
SAA,27.4.b,TLW,GB
SAA,27.7.d,TLW,GB
SAA,27.7.e,TLW,GB
SAA,27.9,TLW,PT
SAA,27,TLW,PT
SAA,27.9.a,TLW,PT
SAA,27.9_NK,TLW,PT
SAE,27.7,TLW,GB
SAE,27,TLW,GB
SAE,27.7.d,TLW,GB
SAI,27,TLW,CN
SAI,27.12,TLW,ES
SAI,27.7,TLW,ES
SAI,27.8,TLW,ES
SAI,27.9,TLW,ES
SAI,27,TLW,ES
SAI,27.1,TLW,ES
SAI,27.10.a,TLW,ES
SAI,27.10.a.1,TLW,ES
SAI,27.10.a.2,TLW,ES
SAI,27.10.b,TLW,ES
SAI,27.10_NK,TLW,ES
SAI,27.12.a,TLW,ES
SAI,27.12.a.1,TLW,ES
SAI,27.7.j,TLW,ES
SAI,27.7.j.2,TLW,ES
SAI,27.8.c,TLW,ES
SAI,27.8.d,TLW,ES
SAI,27.8.d.1,TLW,ES
SAI,27.8.d.2,TLW,ES
SAI,27.8.d_NK,TLW,ES
SAI,27.9.a,TLW,ES
SAI,27.9.b,TLW,ES
SAI,27.9.b.1,TLW,ES
SAI,27.9.b_NK,TLW,ES
SAI,27.12,TLW,PT
SAI,27.9,TLW,PT
SAI,27,TLW,PT
SAI,27.1,TLW,PT
SAI,27.10.a,TLW,PT
SAI,27.10.a.1,TLW,PT
SAI,27.10.a.2,TLW,PT
SAI,27.10.a_NK,TLW,PT
SAI,27.10_NK,TLW,PT
SAI,27.12_NK,TLW,PT
SAI,27.9.a,TLW,PT
SAI,27.9.b,TLW,PT
SAI,27.9.b.1,TLW,PT
SAI,27.9.b.2,TLW,PT
SAI,27.9.b_NK,TLW,PT
SAI,27.9_NK,TLW,PT
SAL,27.3,TLW,DE
SAL,27.4,TLW,DE
SAL,27,TLW,DE
SAL,27.3.a,TLW,DE
SAL,27.3.c.22,TLW,DE
SAL,27.3.d,TLW,DE
SAL,27.3.d.24,TLW,DE
SAL,27.3.d.25,TLW,DE
SAL,27.3.d.26,TLW,DE
SAL,27.3.d_NK,TLW,DE
SAL,27.4.b,TLW,DE
SAL,27.4.c,TLW,DE
SAL,27.2,TLW,DK
SAL,27.3,TLW,DK
SAL,27.4,TLW,DK
SAL,27.5,TLW,DK
SAL,27,TLW,DK
SAL,27.2.a,TLW,DK
SAL,27.2.a_NK,TLW,DK
SAL,27.2.b,TLW,DK
SAL,27.2.b_NK,TLW,DK
SAL,27.3.a,TLW,DK
SAL,27.3.b.23,TLW,DK
SAL,27.3.c.22,TLW,DK
SAL,27.3.d,TLW,DK
SAL,27.3.d.24,TLW,DK
SAL,27.3.d.25,TLW,DK
SAL,27.3.d.26,TLW,DK
SAL,27.3.d.27,TLW,DK
SAL,27.3.d_NK,TLW,DK
SAL,27.4.a,TLW,DK
SAL,27.4.b,TLW,DK
SAL,27.4.c,TLW,DK
SAL,27.4_NK,TLW,DK
SAL,27.5.b,TLW,DK
SAL,27.5.b.1,TLW,DK
SAL,27.5.b.1_NK,TLW,DK
SAL,27.5.b_NK,TLW,DK
SAL,27.3,TLW,EE
SAL,27,TLW,EE
SAL,27.3.d,TLW,EE
SAL,27.3.d.26,TLW,EE
SAL,27.3.d.28,TLW,EE
SAL,27.3.d.28.1,TLW,EE
SAL,27.3.d.28.2,TLW,EE
SAL,27.3.d.28_NK,TLW,EE
SAL,27.3.d.29,TLW,EE
SAL,27.3.d.32,TLW,EE
SAL,27.3.d_NK,TLW,EE
SAL,27.8,TLW,ES
SAL,27.9,TLW,ES
SAL,27,TLW,ES
SAL,27.8.b,TLW,ES
SAL,27.8.c,TLW,ES
SAL,27.8.d,TLW,ES
SAL,27.8.d_NK,TLW,ES
SAL,27.9.a,TLW,ES
SAL,27.3,TLW,FI
SAL,27,TLW,FI
SAL,27.3.d,TLW,FI
SAL,27.3.d.24,TLW,FI
SAL,27.3.d.25,TLW,FI
SAL,27.3.d.26,TLW,FI
SAL,27.3.d.27,TLW,FI
SAL,27.3.d.28,TLW,FI
SAL,27.3.d.28.2,TLW,FI
SAL,27.3.d.29,TLW,FI
SAL,27.3.d.30,TLW,FI
SAL,27.3.d.31,TLW,FI
SAL,27.3.d.32,TLW,FI
SAL,27,TLW,FO
SAL,27.4,TLW,FR
SAL,27.6,TLW,FR
SAL,27.7,TLW,FR
SAL,27.8,TLW,FR
SAL,27,TLW,FR
SAL,27.4.c,TLW,FR
SAL,27.6.a,TLW,FR
SAL,27.7.c,TLW,FR
SAL,27.7.c_NK,TLW,FR
SAL,27.7.d,TLW,FR
SAL,27.7.e,TLW,FR
SAL,27.7.f,TLW,FR
SAL,27.7.g,TLW,FR
SAL,27.7.h,TLW,FR
SAL,27.7.j,TLW,FR
SAL,27.7.j_NK,TLW,FR
SAL,27.8.a,TLW,FR
SAL,27.8.b,TLW,FR
SAL,27.8.c,TLW,FR
SAL,27.8_NK,TLW,FR
SAL,27_NK,TLW,FR
SAL,27.4,TLW,GB
SAL,27.5,TLW,GB
SAL,27.6,TLW,GB
SAL,27.7,TLW,GB
SAL,27,TLW,GB
SAL,27.4.a,TLW,GB
SAL,27.4.b,TLW,GB
SAL,27.4.c,TLW,GB
SAL,27.4_NK,TLW,GB
SAL,27.5.a,TLW,GB
SAL,27.5.a_NK,TLW,GB
SAL,27.6.a,TLW,GB
SAL,27.6.b,TLW,GB
SAL,27.6.b_NK,TLW,GB
SAL,27.6_NK,TLW,GB
SAL,27.7.a,TLW,GB
SAL,27.7.d,TLW,GB
SAL,27.7.e,TLW,GB
SAL,27.7.f,TLW,GB
SAL,27_NK,TLW,GB
SAL,27.14,TLW,GL
SAL,27,TLW,GL
SAL,27.14.b,TLW,GL
SAL,27.6,TLW,IE
SAL,27.7,TLW,IE
SAL,27,TLW,IE
SAL,27.6.a,TLW,IE
SAL,27.7.a,TLW,IE
SAL,27.7.b,TLW,IE
SAL,27.7.g,TLW,IE
SAL,27.7.j,TLW,IE
SAL,27.7.j_NK,TLW,IE
SAL,27_NK,TLW,IE
SAL,27.7,TLW,IM
SAL,27,TLW,IM
SAL,27.5,TLW,IS
SAL,27,TLW,IS
SAL,27.5.a,TLW,IS
SAL,27.3,TLW,LT
SAL,27,TLW,LT
SAL,27.3.d,TLW,LT
SAL,27.3.d.26,TLW,LT
SAL,27.3.d_NK,TLW,LT
SAL,27.3,TLW,LV
SAL,27,TLW,LV
SAL,27.3.d,TLW,LV
SAL,27.3.d.25,TLW,LV
SAL,27.3.d.26,TLW,LV
SAL,27.3.d.28,TLW,LV
SAL,27.3.d.28.1,TLW,LV
SAL,27.3.d.28.2,TLW,LV
SAL,27.3.d.28_NK,TLW,LV
SAL,27.4,TLW,NL
SAL,27,TLW,NL
SAL,27.4.b,TLW,NL
SAL,27.4.c,TLW,NL
SAL,27.4_NK,TLW,NL
SAL,27.1,TLW,NO
SAL,27.2,TLW,NO
SAL,27.3,TLW,NO
SAL,27.4,TLW,NO
SAL,27.5,TLW,NO
SAL,27,TLW,NO
SAL,27.1.b,TLW,NO
SAL,27.1_NK,TLW,NO
SAL,27.2.a,TLW,NO
SAL,27.2.a.2,TLW,NO
SAL,27.2.a_NK,TLW,NO
SAL,27.2.b,TLW,NO
SAL,27.2.b_NK,TLW,NO
SAL,27.3.a,TLW,NO
SAL,27.3.d,TLW,NO
SAL,27.3.d_NK,TLW,NO
SAL,27.4.a,TLW,NO
SAL,27.4_NK,TLW,NO
SAL,27.5.a,TLW,NO
SAL,27.5.a_NK,TLW,NO
SAL,27_NK,TLW,NO
SAL,27.3,TLW,PL
SAL,27.4,TLW,PL
SAL,27,TLW,PL
SAL,27.3.d,TLW,PL
SAL,27.3.d.24,TLW,PL
SAL,27.3.d.25,TLW,PL
SAL,27.3.d.26,TLW,PL
SAL,27.3.d_NK,TLW,PL
SAL,27.4.a,TLW,PL
SAL,27.8,TLW,PT
SAL,27.9,TLW,PT
SAL,27,TLW,PT
SAL,27.1,TLW,PT
SAL,27.10_NK,TLW,PT
SAL,27.8.c,TLW,PT
SAL,27.9.a,TLW,PT
SAL,27.9_NK,TLW,PT
SAL,27_NK,TLW,PT
SAL,27.1,TLW,RU
SAL,27.3,TLW,RU
SAL,27,TLW,RU
SAL,27.1_NK,TLW,RU
SAL,27.3.d,TLW,RU
SAL,27.3.d.26,TLW,RU
SAL,27.3.d.32,TLW,RU
SAL,27.2,TLW,SE
SAL,27.3,TLW,SE
SAL,27.4,TLW,SE
SAL,27.6,TLW,SE
SAL,27,TLW,SE
SAL,27.2.a,TLW,SE
SAL,27.2.a_NK,TLW,SE
SAL,27.3.a,TLW,SE
SAL,27.3.b.23,TLW,SE
SAL,27.3.d,TLW,SE
SAL,27.3.d.24,TLW,SE
SAL,27.3.d.25,TLW,SE
SAL,27.3.d.26,TLW,SE
SAL,27.3.d.27,TLW,SE
SAL,27.3.d.28,TLW,SE
SAL,27.3.d.28.2,TLW,SE
SAL,27.3.d.28_NK,TLW,SE
SAL,27.3.d.29,TLW,SE
SAL,27.3.d.30,TLW,SE
SAL,27.3.d.31,TLW,SE
SAL,27.3.d_NK,TLW,SE
SAL,27.4_NK,TLW,SE
SAL,27.6.a,TLW,SE
SAL,27.6_NK,TLW,SE
SAN,27.3,TLW,DE
SAN,27.4,TLW,DE
SAN,27,TLW,DE
SAN,27.3.a,TLW,DE
SAN,27.3.c.22,TLW,DE
SAN,27.3.d,TLW,DE
SAN,27.3.d.24,TLW,DE
SAN,27.3.d_NK,TLW,DE
SAN,27.4.b,TLW,DE
SAN,27.4.c,TLW,DE
SAN,27.2,TLW,DK
SAN,27.3,TLW,DK
SAN,27.4,TLW,DK
SAN,27.5,TLW,DK
SAN,27.6,TLW,DK
SAN,27.7,TLW,DK
SAN,27,TLW,DK
SAN,27.2.a,TLW,DK
SAN,27.2.a_NK,TLW,DK
SAN,27.3.a,TLW,DK
SAN,27.3.b.23,TLW,DK
SAN,27.3.c.22,TLW,DK
SAN,27.3.d,TLW,DK
SAN,27.3.d.24,TLW,DK
SAN,27.3.d.25,TLW,DK
SAN,27.3.d_NK,TLW,DK
SAN,27.4.a,TLW,DK
SAN,27.4.b,TLW,DK
SAN,27.4.c,TLW,DK
SAN,27.4_NK,TLW,DK
SAN,27.5.b,TLW,DK
SAN,27.5.b.1,TLW,DK
SAN,27.5.b.1_NK,TLW,DK
SAN,27.6.a,TLW,DK
SAN,27.6_NK,TLW,DK
SAN,27.7.d,TLW,DK
SAN,27.7.e,TLW,DK
SAN,27.6,TLW,ES
SAN,27.7,TLW,ES
SAN,27.8,TLW,ES
SAN,27.9,TLW,ES
SAN,27,TLW,ES
SAN,27.6.b,TLW,ES
SAN,27.6.b_NK,TLW,ES
SAN,27.7.c,TLW,ES
SAN,27.7.c_NK,TLW,ES
SAN,27.7.j,TLW,ES
SAN,27.7.j_NK,TLW,ES
SAN,27.8.a,TLW,ES
SAN,27.8.b,TLW,ES
SAN,27.8.c,TLW,ES
SAN,27.8.d,TLW,ES
SAN,27.8.d_NK,TLW,ES
SAN,27.9.a,TLW,ES
SAN,27.4,TLW,FO
SAN,27.6,TLW,FO
SAN,27,TLW,FO
SAN,27.4.b,TLW,FO
SAN,27.6.a,TLW,FO
SAN,27.4,TLW,FR
SAN,27.7,TLW,FR
SAN,27.8,TLW,FR
SAN,27,TLW,FR
SAN,27.4.b,TLW,FR
SAN,27.4.c,TLW,FR
SAN,27.7.b,TLW,FR
SAN,27.7.d,TLW,FR
SAN,27.7.e,TLW,FR
SAN,27.7.h,TLW,FR
SAN,27.7_NK,TLW,FR
SAN,27.8.a,TLW,FR
SAN,27.8.b,TLW,FR
SAN,27.8.d,TLW,FR
SAN,27.8.d_NK,TLW,FR
SAN,27.8_NK,TLW,FR
SAN,27_NK,TLW,FR
SAN,27.4,TLW,GB
SAN,27.6,TLW,GB
SAN,27.7,TLW,GB
SAN,27,TLW,GB
SAN,27.4.a,TLW,GB
SAN,27.4.b,TLW,GB
SAN,27.4.c,TLW,GB
SAN,27.6.a,TLW,GB
SAN,27.7.a,TLW,GB
SAN,27.7.b,TLW,GB
SAN,27.7.d,TLW,GB
SAN,27.7.e,TLW,GB
SAN,27.7.f,TLW,GB
SAN,27.7,TLW,GG
SAN,27,TLW,GG
SAN,27.7.e,TLW,GG
SAN,27.4,TLW,IE
SAN,27.7,TLW,IE
SAN,27,TLW,IE
SAN,27.4.a,TLW,IE
SAN,27.4.b,TLW,IE
SAN,27.7.a,TLW,IE
SAN,27.7.b,TLW,IE
SAN,27.7,TLW,IM
SAN,27,TLW,IM
SAN,27.7.a,TLW,IM
SAN,27.5,TLW,IS
SAN,27,TLW,IS
SAN,27.5.a,TLW,IS
SAN,27.5.a_NK,TLW,IS
SAN,27.7,TLW,JE
SAN,27,TLW,JE
SAN,27.7.e,TLW,JE
SAN,27.4,TLW,LT
SAN,27.7,TLW,LT
SAN,27,TLW,LT
SAN,27.4.b,TLW,LT
SAN,27.4.c,TLW,LT
SAN,27.7.b,TLW,LT
SAN,27.4,TLW,NL
SAN,27,TLW,NL
SAN,27.4.b,TLW,NL
SAN,27.4.c,TLW,NL
SAN,27.2,TLW,NO
SAN,27.3,TLW,NO
SAN,27.4,TLW,NO
SAN,27.6,TLW,NO
SAN,27,TLW,NO
SAN,27.2.a,TLW,NO
SAN,27.2.a.2,TLW,NO
SAN,27.2.a_NK,TLW,NO
SAN,27.3.a,TLW,NO
SAN,27.4.a,TLW,NO
SAN,27.4.b,TLW,NO
SAN,27.4.c,TLW,NO
SAN,27.4_NK,TLW,NO
SAN,27.6.a,TLW,NO
SAN,27.6.b,TLW,NO
SAN,27.6.b_NK,TLW,NO
SAN,27.3,TLW,PL
SAN,27,TLW,PL
SAN,27.3.d,TLW,PL
SAN,27.3.d.24,TLW,PL
SAN,27.3.d.25,TLW,PL
SAN,27.3.d.26,TLW,PL
SAN,27.8,TLW,PT
SAN,27.9,TLW,PT
SAN,27,TLW,PT
SAN,27.8.c,TLW,PT
SAN,27.9.a,TLW,PT
SAN,27.9_NK,TLW,PT
SAN,27,TLW,RU
SAN,27.2,TLW,SE
SAN,27.3,TLW,SE
SAN,27.4,TLW,SE
SAN,27.6,TLW,SE
SAN,27,TLW,SE
SAN,27.2.a,TLW,SE
SAN,27.2.a_NK,TLW,SE
SAN,27.3.a,TLW,SE
SAN,27.3.d,TLW,SE
SAN,27.3.d_NK,TLW,SE
SAN,27.4.a,TLW,SE
SAN,27.4.b,TLW,SE
SAN,27.4.c,TLW,SE
SAN,27.4_NK,TLW,SE
SAN,27.6_NK,TLW,SE
SAN,27_NK,TLW,SE
SAO,27.9,TLW,PT
SAO,27,TLW,PT
SAO,27.9.a,TLW,PT
SAU,27.7,TLW,ES
SAU,27.8,TLW,ES
SAU,27.9,TLW,ES
SAU,27,TLW,ES
SAU,27.7.h,TLW,ES
SAU,27.8.b,TLW,ES
SAU,27.8.c,TLW,ES
SAU,27.8.d,TLW,ES
SAU,27.8.d.1,TLW,ES
SAU,27.8.d_NK,TLW,ES
SAU,27.8.e,TLW,ES
SAU,27.8.e_NK,TLW,ES
SAU,27.8_NK,TLW,ES
SAU,27.9.a,TLW,ES
SAU,27.9_NK,TLW,ES
SAU,27.3,TLW,PL
SAU,27,TLW,PL
SAU,27.3.d,TLW,PL
SAU,27.3.d.24,TLW,PL
SAU,27.9,TLW,PT
SAU,27,TLW,PT
SAU,27.1,TLW,PT
SAU,27.10_NK,TLW,PT
SAU,27.9.a,TLW,PT
SAU,27.9_NK,TLW,PT
SAX,27.7,TLW,ES
SAX,27.8,TLW,ES
SAX,27.9,TLW,ES
SAX,27,TLW,ES
SAX,27.7.j,TLW,ES
SAX,27.7.j_NK,TLW,ES
SAX,27.8.b,TLW,ES
SAX,27.8.c,TLW,ES
SAX,27.9.a,TLW,ES
SAX,27.7,TLW,IE
SAX,27,TLW,IE
SAX,27.7.j,TLW,IE
SAX,27.7.j_NK,TLW,IE
SBA,27.8,TLW,ES
SBA,27.9,TLW,ES
SBA,27,TLW,ES
SBA,27.7,TLW,ES
SBA,27.7.b,TLW,ES
SBA,27.8.a,TLW,ES
SBA,27.8.b,TLW,ES
SBA,27.8.c,TLW,ES
SBA,27.8.d,TLW,ES
SBA,27.8.d.2,TLW,ES
SBA,27.8_NK,TLW,ES
SBA,27.9.a,TLW,ES
SBA,27.9.b,TLW,ES
SBA,27.9.b.1,TLW,ES
SBA,27.9.b.2,TLW,ES
SBA,27.9_NK,TLW,ES
SBA,27.1,TLW,FR
SBA,27.4,TLW,FR
SBA,27.6,TLW,FR
SBA,27.7,TLW,FR
SBA,27.8,TLW,FR
SBA,27,TLW,FR
SBA,27.1_NK,TLW,FR
SBA,27.4.a,TLW,FR
SBA,27.6.a,TLW,FR
SBA,27.7.d,TLW,FR
SBA,27.7.e,TLW,FR
SBA,27.7.g,TLW,FR
SBA,27.7.h,TLW,FR
SBA,27.7.j,TLW,FR
SBA,27.7.j_NK,TLW,FR
SBA,27.7_NK,TLW,FR
SBA,27.8.a,TLW,FR
SBA,27.8.b,TLW,FR
SBA,27.8.c,TLW,FR
SBA,27.8.d,TLW,FR
SBA,27.8.d_NK,TLW,FR
SBA,27.8_NK,TLW,FR
SBA,27_NK,TLW,FR
SBA,27.7,TLW,GB
SBA,27,TLW,GB
SBA,27.7.d,TLW,GB
SBA,27.8,TLW,PT
SBA,27.9,TLW,PT
SBA,27,TLW,PT
SBA,27.1,TLW,PT
SBA,27.10.a,TLW,PT
SBA,27.10.a.2,TLW,PT
SBA,27.10.a_NK,TLW,PT
SBA,27.10.b,TLW,PT
SBA,27.10_NK,TLW,PT
SBA,27.8.c,TLW,PT
SBA,27.8.e,TLW,PT
SBA,27.8.e_NK,TLW,PT
SBA,27.8_NK,TLW,PT
SBA,27.9.a,TLW,PT
SBA,27.9.b,TLW,PT
SBA,27.9.b.1,TLW,PT
SBA,27.9.b.2,TLW,PT
SBA,27.9_NK,TLW,PT
SBA,27_NK,TLW,PT
SBB,27.8,TLW,ES
SBB,27.9,TLW,ES
SBB,27,TLW,ES
SBB,27.8.c,TLW,ES
SBB,27.9.a,TLW,ES
SBF,27.8,TLW,IE
SBF,27,TLW,IE
SBF,27.8.a,TLW,IE
SBG,27.12,TLW,ES
SBG,27.7,TLW,ES
SBG,27.8,TLW,ES
SBG,27.9,TLW,ES
SBG,27,TLW,ES
SBG,27.1,TLW,ES
SBG,27.10.a,TLW,ES
SBG,27.10.a.1,TLW,ES
SBG,27.12.c,TLW,ES
SBG,27.7.c,TLW,ES
SBG,27.7.c_NK,TLW,ES
SBG,27.7.h,TLW,ES
SBG,27.7.j,TLW,ES
SBG,27.7.j_NK,TLW,ES
SBG,27.7.k,TLW,ES
SBG,27.7.k_NK,TLW,ES
SBG,27.8.a,TLW,ES
SBG,27.8.b,TLW,ES
SBG,27.8.c,TLW,ES
SBG,27.8.d,TLW,ES
SBG,27.8.d.2,TLW,ES
SBG,27.8.d_NK,TLW,ES
SBG,27.8_NK,TLW,ES
SBG,27.9.a,TLW,ES
SBG,27.9.b,TLW,ES
SBG,27.9.b.2,TLW,ES
SBG,27.9.b_NK,TLW,ES
SBG,27.9_NK,TLW,ES
SBG,27.1,TLW,FR
SBG,27.12,TLW,FR
SBG,27.4,TLW,FR
SBG,27.5,TLW,FR
SBG,27.7,TLW,FR
SBG,27.8,TLW,FR
SBG,27,TLW,FR
SBG,27.1_NK,TLW,FR
SBG,27.1,TLW,FR
SBG,27.10.a,TLW,FR
SBG,27.10.a_NK,TLW,FR
SBG,27.12.a,TLW,FR
SBG,27.12.a_NK,TLW,FR
SBG,27.4.c,TLW,FR
SBG,27.5.b,TLW,FR
SBG,27.5.b_NK,TLW,FR
SBG,27.7.a,TLW,FR
SBG,27.7.b,TLW,FR
SBG,27.7.c,TLW,FR
SBG,27.7.c_NK,TLW,FR
SBG,27.7.d,TLW,FR
SBG,27.7.e,TLW,FR
SBG,27.7.f,TLW,FR
SBG,27.7.g,TLW,FR
SBG,27.7.h,TLW,FR
SBG,27.7.j,TLW,FR
SBG,27.7.j_NK,TLW,FR
SBG,27.7.k,TLW,FR
SBG,27.7.k_NK,TLW,FR
SBG,27.8.a,TLW,FR
SBG,27.8.b,TLW,FR
SBG,27.8.c,TLW,FR
SBG,27.8.d,TLW,FR
SBG,27.8.d_NK,TLW,FR
SBG,27.8.e,TLW,FR
SBG,27.8.e_NK,TLW,FR
SBG,27.8_NK,TLW,FR
SBG,27_NK,TLW,FR
SBG,27.6,TLW,GB
SBG,27.7,TLW,GB
SBG,27.8,TLW,GB
SBG,27,TLW,GB
SBG,27.6.a,TLW,GB
SBG,27.6.b,TLW,GB
SBG,27.6.b_NK,TLW,GB
SBG,27.7.a,TLW,GB
SBG,27.7.d,TLW,GB
SBG,27.7.e,TLW,GB
SBG,27.7.f,TLW,GB
SBG,27.7.g,TLW,GB
SBG,27.7.j,TLW,GB
SBG,27.7.j.2,TLW,GB
SBG,27.7.j_NK,TLW,GB
SBG,27.7.k,TLW,GB
SBG,27.7.k_NK,TLW,GB
SBG,27.8.a,TLW,GB
SBG,27.7,TLW,GG
SBG,27,TLW,GG
SBG,27.7.e,TLW,GG
SBG,27.7,TLW,JE
SBG,27,TLW,JE
SBG,27.7.e,TLW,JE
SBG,27.7,TLW,NL
SBG,27,TLW,NL
SBG,27.7.d,TLW,NL
SBG,27.7.e,TLW,NL
SBG,27.6,TLW,PL
SBG,27.7,TLW,PL
SBG,27,TLW,PL
SBG,27.6.a,TLW,PL
SBG,27.8,TLW,PT
SBG,27.9,TLW,PT
SBG,27,TLW,PT
SBG,27.1,TLW,PT
SBG,27.10_NK,TLW,PT
SBG,27.8.c,TLW,PT
SBG,27.9.a,TLW,PT
SBG,27.9.b,TLW,PT
SBG,27.9.b_NK,TLW,PT
SBG,27.9_NK,TLW,PT
SBL,27.8,TLW,ES
SBL,27.9,TLW,ES
SBL,27,TLW,ES
SBL,27.8.c,TLW,ES
SBL,27.9.a,TLW,ES
SBL,27.4,TLW,FR
SBL,27.6,TLW,FR
SBL,27.7,TLW,FR
SBL,27.8,TLW,FR
SBL,27,TLW,FR
SBL,27.4.c,TLW,FR
SBL,27.6.a,TLW,FR
SBL,27.7.d,TLW,FR
SBL,27.7.e,TLW,FR
SBL,27.7.g,TLW,FR
SBL,27.7.h,TLW,FR
SBL,27.7.j,TLW,FR
SBL,27.7.j_NK,TLW,FR
SBL,27.7.k,TLW,FR
SBL,27.7.k_NK,TLW,FR
SBL,27.8.a,TLW,FR
SBL,27.8.b,TLW,FR
SBL,27.6,TLW,GB
SBL,27.7,TLW,GB
SBL,27,TLW,GB
SBL,27.6.a,TLW,GB
SBL,27.7.e,TLW,GB
SBL,27.7.f,TLW,GB
SBL,27.7.h,TLW,GB
SBL,27.7,TLW,IE
SBL,27,TLW,IE
SBL,27.7.j,TLW,IE
SBL,27.7.j_NK,TLW,IE
SBL,27.9,TLW,PT
SBL,27,TLW,PT
SBL,27.1,TLW,PT
SBL,27.10.a,TLW,PT
SBL,27.10.a_NK,TLW,PT
SBL,27.10_NK,TLW,PT
SBL,27.9.a,TLW,PT
SBL,27.9.b,TLW,PT
SBL,27.9.b_NK,TLW,PT
SBL,27.9_NK,TLW,PT
SBN,27.9,TLW,ES
SBN,27,TLW,ES
SBN,27.9.a,TLW,ES
SBP,27.12,TLW,ES
SBP,27.8,TLW,ES
SBP,27.9,TLW,ES
SBP,27,TLW,ES
SBP,27.12.c,TLW,ES
SBP,27.8.c,TLW,ES
SBP,27.9.a,TLW,ES
SBP,27.4,TLW,FR
SBP,27.7,TLW,FR
SBP,27.8,TLW,FR
SBP,27,TLW,FR
SBP,27.4.c,TLW,FR
SBP,27.7.c,TLW,FR
SBP,27.7.c_NK,TLW,FR
SBP,27.7.d,TLW,FR
SBP,27.7.e,TLW,FR
SBP,27.7.g,TLW,FR
SBP,27.7.h,TLW,FR
SBP,27.7.j,TLW,FR
SBP,27.7.j_NK,TLW,FR
SBP,27.8.a,TLW,FR
SBP,27.8.b,TLW,FR
SBP,27.8.c,TLW,FR
SBP,27.8.d,TLW,FR
SBP,27.8.d_NK,TLW,FR
SBP,27_NK,TLW,FR
SBP,27.8,TLW,PT
SBP,27.9,TLW,PT
SBP,27,TLW,PT
SBP,27.1,TLW,PT
SBP,27.10_NK,TLW,PT
SBP,27.8.c,TLW,PT
SBP,27.9.a,TLW,PT
SBP,27.9_NK,TLW,PT
SBP,27_NK,TLW,PT
SBR,27.4,TLW,DE
SBR,27.7,TLW,DE
SBR,27,TLW,DE
SBR,27.4.c,TLW,DE
SBR,27.7.d,TLW,DE
SBR,27.4,TLW,DK
SBR,27,TLW,DK
SBR,27.4.c,TLW,DK
SBR,27.12,TLW,ES
SBR,27.5,TLW,ES
SBR,27.6,TLW,ES
SBR,27.7,TLW,ES
SBR,27.8,TLW,ES
SBR,27.9,TLW,ES
SBR,27,TLW,ES
SBR,27.1,TLW,ES
SBR,27.10.a,TLW,ES
SBR,27.10.a.1,TLW,ES
SBR,27.10_NK,TLW,ES
SBR,27.12.a,TLW,ES
SBR,27.12.a.1,TLW,ES
SBR,27.12.c,TLW,ES
SBR,27.5.b,TLW,ES
SBR,27.5.b.1,TLW,ES
SBR,27.5.b.1_NK,TLW,ES
SBR,27.5.b.2,TLW,ES
SBR,27.6.a,TLW,ES
SBR,27.6.b,TLW,ES
SBR,27.6.b_NK,TLW,ES
SBR,27.6_NK,TLW,ES
SBR,27.7.b,TLW,ES
SBR,27.7.c,TLW,ES
SBR,27.7.c.2,TLW,ES
SBR,27.7.c_NK,TLW,ES
SBR,27.7.e,TLW,ES
SBR,27.7.f,TLW,ES
SBR,27.7.g,TLW,ES
SBR,27.7.h,TLW,ES
SBR,27.7.j,TLW,ES
SBR,27.7.j.1,TLW,ES
SBR,27.7.j.2,TLW,ES
SBR,27.7.j_NK,TLW,ES
SBR,27.7.k,TLW,ES
SBR,27.7.k.2,TLW,ES
SBR,27.7.k_NK,TLW,ES
SBR,27.8.a,TLW,ES
SBR,27.8.b,TLW,ES
SBR,27.8.c,TLW,ES
SBR,27.8.d,TLW,ES
SBR,27.8.d.1,TLW,ES
SBR,27.8.d.2,TLW,ES
SBR,27.8.d_NK,TLW,ES
SBR,27.8.e,TLW,ES
SBR,27.8.e_NK,TLW,ES
SBR,27.8_NK,TLW,ES
SBR,27.9.a,TLW,ES
SBR,27.9.b,TLW,ES
SBR,27.9.b.2,TLW,ES
SBR,27.9.b_NK,TLW,ES
SBR,27.9_NK,TLW,ES
SBR,27.4,TLW,FR
SBR,27.6,TLW,FR
SBR,27.7,TLW,FR
SBR,27.8,TLW,FR
SBR,27,TLW,FR
SBR,27.4.a,TLW,FR
