Species,Area,Units,Country
SBR,27.4.c,TLW,FR
SBR,27.6.a,TLW,FR
SBR,27.7.b,TLW,FR
SBR,27.7.c,TLW,FR
SBR,27.7.c_NK,TLW,FR
SBR,27.7.d,TLW,FR
SBR,27.7.e,TLW,FR
SBR,27.7.f,TLW,FR
SBR,27.7.g,TLW,FR
SBR,27.7.h,TLW,FR
SBR,27.7.j,TLW,FR
SBR,27.7.j_NK,TLW,FR
SBR,27.7.k,TLW,FR
SBR,27.7.k_NK,TLW,FR
SBR,27.7_NK,TLW,FR
SBR,27.8.a,TLW,FR
SBR,27.8.b,TLW,FR
SBR,27.8.c,TLW,FR
SBR,27.8.d,TLW,FR
SBR,27.8.d_NK,TLW,FR
SBR,27.8_NK,TLW,FR
SBR,27_NK,TLW,FR
SBR,27.4,TLW,GB
SBR,27.6,TLW,GB
SBR,27.7,TLW,GB
SBR,27.8,TLW,GB
SBR,27,TLW,GB
SBR,27.4.a,TLW,GB
SBR,27.4.b,TLW,GB
SBR,27.4.c,TLW,GB
SBR,27.6.a,TLW,GB
SBR,27.6.b,TLW,GB
SBR,27.6.b_NK,TLW,GB
SBR,27.7.b,TLW,GB
SBR,27.7.c,TLW,GB
SBR,27.7.c.2,TLW,GB
SBR,27.7.c_NK,TLW,GB
SBR,27.7.d,TLW,GB
SBR,27.7.e,TLW,GB
SBR,27.7.f,TLW,GB
SBR,27.7.g,TLW,GB
SBR,27.7.h,TLW,GB
SBR,27.7.j,TLW,GB
SBR,27.7.j.2,TLW,GB
SBR,27.7.j_NK,TLW,GB
SBR,27.7.k,TLW,GB
SBR,27.7.k.2,TLW,GB
SBR,27.7.k_NK,TLW,GB
SBR,27.8.a,TLW,GB
SBR,27.8.b,TLW,GB
SBR,27.8.d,TLW,GB
SBR,27.8.d.2,TLW,GB
SBR,27.8.d_NK,TLW,GB
SBR,27.6,TLW,IE
SBR,27.7,TLW,IE
SBR,27,TLW,IE
SBR,27.6.a,TLW,IE
SBR,27.6.b,TLW,IE
SBR,27.6.b_NK,TLW,IE
SBR,27.7.b,TLW,IE
SBR,27.7.g,TLW,IE
SBR,27.7.j,TLW,IE
SBR,27.7.j_NK,TLW,IE
SBR,27.7.k,TLW,IE
SBR,27.7.k_NK,TLW,IE
SBR,27.12,TLW,LV
SBR,27,TLW,LV
SBR,27.12_NK,TLW,LV
SBR,27.7,TLW,NL
SBR,27,TLW,NL
SBR,27.4,TLW,NL
SBR,27.4.c,TLW,NL
SBR,27.7.d,TLW,NL
SBR,27.7.e,TLW,NL
SBR,27.7,TLW,PT
SBR,27.8,TLW,PT
SBR,27.9,TLW,PT
SBR,27,TLW,PT
SBR,27.1,TLW,PT
SBR,27.10.a,TLW,PT
SBR,27.10.a.1,TLW,PT
SBR,27.10.a.2,TLW,PT
SBR,27.10.a_NK,TLW,PT
SBR,27.10_NK,TLW,PT
SBR,27.7.j,TLW,PT
SBR,27.7.j.2,TLW,PT
SBR,27.8.c,TLW,PT
SBR,27.8.d,TLW,PT
SBR,27.8.d_NK,TLW,PT
SBR,27.8.e,TLW,PT
SBR,27.8.e_NK,TLW,PT
SBR,27.8_NK,TLW,PT
SBR,27.9.a,TLW,PT
SBR,27.9.b,TLW,PT
SBR,27.9.b.1,TLW,PT
SBR,27.9.b.2,TLW,PT
SBR,27.9.b_NK,TLW,PT
SBR,27.9_NK,TLW,PT
SBS,27.8,TLW,ES
SBS,27.9,TLW,ES
SBS,27,TLW,ES
SBS,27.1,TLW,ES
SBS,27.10.a,TLW,ES
SBS,27.10.a.2,TLW,ES
SBS,27.8.b,TLW,ES
SBS,27.8.c,TLW,ES
SBS,27.9.a,TLW,ES
SBS,27.7,TLW,FR
SBS,27.8,TLW,FR
SBS,27,TLW,FR
SBS,27.7.e,TLW,FR
SBS,27.8.a,TLW,FR
SBS,27.8.b,TLW,FR
SBS,27.8.c,TLW,FR
SBS,27_NK,TLW,FR
SBS,27.8,TLW,PT
SBS,27.9,TLW,PT
SBS,27,TLW,PT
SBS,27.8.c,TLW,PT
SBS,27.9.a,TLW,PT
SBS,27.9_NK,TLW,PT
SBX,27.4,TLW,BE
SBX,27.7,TLW,BE
SBX,27,TLW,BE
SBX,27.4.b,TLW,BE
SBX,27.4.c,TLW,BE
SBX,27.7.a,TLW,BE
SBX,27.7.f,TLW,BE
SBX,27.3,TLW,DK
SBX,27.4,TLW,DK
SBX,27,TLW,DK
SBX,27.3.c.22,TLW,DK
SBX,27.4.b,TLW,DK
SBX,27.12,TLW,ES
SBX,27.4,TLW,ES
SBX,27.5,TLW,ES
SBX,27.6,TLW,ES
SBX,27.7,TLW,ES
SBX,27.8,TLW,ES
SBX,27.9,TLW,ES
SBX,27,TLW,ES
SBX,27.12.c,TLW,ES
SBX,27.4.a,TLW,ES
SBX,27.4.b,TLW,ES
SBX,27.5.b,TLW,ES
SBX,27.5.b.1,TLW,ES
SBX,27.5.b.1_NK,TLW,ES
SBX,27.5.b.2,TLW,ES
SBX,27.6.a,TLW,ES
SBX,27.6.b,TLW,ES
SBX,27.6.b_NK,TLW,ES
SBX,27.7.b,TLW,ES
SBX,27.7.c,TLW,ES
SBX,27.7.c.2,TLW,ES
SBX,27.7.c_NK,TLW,ES
SBX,27.7.h,TLW,ES
SBX,27.7.j,TLW,ES
SBX,27.7.j.2,TLW,ES
SBX,27.7.j_NK,TLW,ES
SBX,27.7.k,TLW,ES
SBX,27.7.k.2,TLW,ES
SBX,27.7.k_NK,TLW,ES
SBX,27.8.a,TLW,ES
SBX,27.8.b,TLW,ES
SBX,27.8.c,TLW,ES
SBX,27.8.d,TLW,ES
SBX,27.8.d.1,TLW,ES
SBX,27.8.d.2,TLW,ES
SBX,27.8.d_NK,TLW,ES
SBX,27.8.e,TLW,ES
SBX,27.8.e_NK,TLW,ES
SBX,27.8_NK,TLW,ES
SBX,27.9.a,TLW,ES
SBX,27.9.b,TLW,ES
SBX,27.9.b_NK,TLW,ES
SBX,27.9_NK,TLW,ES
SBX,27_NK,TLW,ES
SBX,27.2,TLW,FR
SBX,27.4,TLW,FR
SBX,27.5,TLW,FR
SBX,27.6,TLW,FR
SBX,27.7,TLW,FR
SBX,27.8,TLW,FR
SBX,27.9,TLW,FR
SBX,27,TLW,FR
SBX,27.2.a,TLW,FR
SBX,27.2.a_NK,TLW,FR
SBX,27.2_NK,TLW,FR
SBX,27.4.a,TLW,FR
SBX,27.4.b,TLW,FR
SBX,27.4.c,TLW,FR
SBX,27.4_NK,TLW,FR
SBX,27.5.a,TLW,FR
SBX,27.5.a_NK,TLW,FR
SBX,27.5.b,TLW,FR
SBX,27.5.b.1,TLW,FR
SBX,27.5.b.1_NK,TLW,FR
SBX,27.5.b.2,TLW,FR
SBX,27.5.b_NK,TLW,FR
SBX,27.5_NK,TLW,FR
SBX,27.6.a,TLW,FR
SBX,27.6.b,TLW,FR
SBX,27.6.b_NK,TLW,FR
SBX,27.7.a,TLW,FR
SBX,27.7.b,TLW,FR
SBX,27.7.c,TLW,FR
SBX,27.7.c_NK,TLW,FR
SBX,27.7.d,TLW,FR
SBX,27.7.e,TLW,FR
SBX,27.7.f,TLW,FR
SBX,27.7.g,TLW,FR
SBX,27.7.h,TLW,FR
SBX,27.7.j,TLW,FR
SBX,27.7.j_NK,TLW,FR
SBX,27.7_NK,TLW,FR
SBX,27.8.a,TLW,FR
SBX,27.8.b,TLW,FR
SBX,27.8.c,TLW,FR
SBX,27.8.d,TLW,FR
SBX,27.8.d_NK,TLW,FR
SBX,27.8_NK,TLW,FR
SBX,27.9.a,TLW,FR
SBX,27.9_NK,TLW,FR
SBX,27_NK,TLW,FR
SBX,27.4,TLW,GB
SBX,27.5,TLW,GB
SBX,27.6,TLW,GB
SBX,27.7,TLW,GB
SBX,27.8,TLW,GB
SBX,27,TLW,GB
SBX,27.1,TLW,GB
SBX,27.10_NK,TLW,GB
SBX,27.4.a,TLW,GB
SBX,27.4.b,TLW,GB
SBX,27.4.c,TLW,GB
SBX,27.5.b,TLW,GB
SBX,27.5.b.1,TLW,GB
SBX,27.5.b.1_NK,TLW,GB
SBX,27.5.b.2,TLW,GB
SBX,27.6.a,TLW,GB
SBX,27.6.b,TLW,GB
SBX,27.6.b.2,TLW,GB
SBX,27.6.b_NK,TLW,GB
SBX,27.7.a,TLW,GB
SBX,27.7.b,TLW,GB
SBX,27.7.c,TLW,GB
SBX,27.7.c_NK,TLW,GB
SBX,27.7.d,TLW,GB
SBX,27.7.e,TLW,GB
SBX,27.7.f,TLW,GB
SBX,27.7.g,TLW,GB
SBX,27.7.h,TLW,GB
SBX,27.7.j,TLW,GB
SBX,27.7.j.2,TLW,GB
SBX,27.7.j_NK,TLW,GB
SBX,27.7.k,TLW,GB
SBX,27.7.k_NK,TLW,GB
SBX,27.8.a,TLW,GB
SBX,27.8.b,TLW,GB
SBX,27.8.d,TLW,GB
SBX,27.8.d.2,TLW,GB
SBX,27.8.d_NK,TLW,GB
SBX,27.8.e,TLW,GB
SBX,27.8.e_NK,TLW,GB
SBX,27.8_NK,TLW,GB
SBX,27.7,TLW,GG
SBX,27,TLW,GG
SBX,27.7.e,TLW,GG
SBX,27.6,TLW,IE
SBX,27.7,TLW,IE
SBX,27,TLW,IE
SBX,27.6.a,TLW,IE
SBX,27.7.a,TLW,IE
SBX,27.7.b,TLW,IE
SBX,27.7.c,TLW,IE
SBX,27.7.c_NK,TLW,IE
SBX,27.7.e,TLW,IE
SBX,27.7.g,TLW,IE
SBX,27.7.j,TLW,IE
SBX,27.7.j.2,TLW,IE
SBX,27.7.j_NK,TLW,IE
SBX,27.7.k,TLW,IE
SBX,27.7.k_NK,TLW,IE
SBX,27,TLW,JP
SBX,27.4,TLW,NL
SBX,27.7,TLW,NL
SBX,27,TLW,NL
SBX,27.4.b,TLW,NL
SBX,27.4.c,TLW,NL
SBX,27.7.d,TLW,NL
SBX,27.7.e,TLW,NL
SBX,27.7,TLW,PL
SBX,27,TLW,PL
SBX,27.8,TLW,PT
SBX,27.9,TLW,PT
SBX,27,TLW,PT
SBX,27.1,TLW,PT
SBX,27.10_NK,TLW,PT
SBX,27.8.c,TLW,PT
SBX,27.9.a,TLW,PT
SBX,27.9_NK,TLW,PT
SBX,27.6,TLW,RU
SBX,27,TLW,RU
SBZ,27.8,TLW,ES
SBZ,27.9,TLW,ES
SBZ,27,TLW,ES
SBZ,27.8.c,TLW,ES
SBZ,27.9.a,TLW,ES
SBZ,27.7,TLW,FR
SBZ,27.8,TLW,FR
SBZ,27,TLW,FR
SBZ,27.7.e,TLW,FR
SBZ,27.8.a,TLW,FR
SBZ,27.8.b,TLW,FR
SBZ,27_NK,TLW,FR
SBZ,27.8,TLW,PT
SBZ,27.9,TLW,PT
SBZ,27,TLW,PT
SBZ,27.8.c,TLW,PT
SBZ,27.9.a,TLW,PT
SBZ,27.9_NK,TLW,PT
SCA,27.7,TLW,FR
SCA,27,TLW,FR
SCA,27.7.e,TLW,FR
SCB,27.4,TLW,DE
SCB,27,TLW,DE
SCB,27.4.b,TLW,DE
SCE,27.4,TLW,BE
SCE,27.6,TLW,BE
SCE,27.7,TLW,BE
SCE,27.8,TLW,BE
SCE,27,TLW,BE
SCE,27.4.a,TLW,BE
SCE,27.4.b,TLW,BE
SCE,27.4.c,TLW,BE
SCE,27.6.a,TLW,BE
SCE,27.7.a,TLW,BE
SCE,27.7.d,TLW,BE
SCE,27.7.e,TLW,BE
SCE,27.7.f,TLW,BE
SCE,27.7.g,TLW,BE
SCE,27.7.h,TLW,BE
SCE,27.7.j,TLW,BE
SCE,27.7.j_NK,TLW,BE
SCE,27.8.a,TLW,BE
SCE,27.8.b,TLW,BE
SCE,27.8_NK,TLW,BE
SCE,27.3,TLW,DK
SCE,27.4,TLW,DK
SCE,27,TLW,DK
SCE,27.3.a,TLW,DK
SCE,27.3.b.23,TLW,DK
SCE,27.3.c.22,TLW,DK
SCE,27.4.b,TLW,DK
SCE,27.7,TLW,ES
SCE,27.8,TLW,ES
SCE,27.9,TLW,ES
SCE,27,TLW,ES
SCE,27.7.g,TLW,ES
SCE,27.7.h,TLW,ES
SCE,27.7.j,TLW,ES
SCE,27.7.j.2,TLW,ES
SCE,27.7.j_NK,TLW,ES
SCE,27.8.a,TLW,ES
SCE,27.8.b,TLW,ES
SCE,27.8.c,TLW,ES
SCE,27.8.d,TLW,ES
SCE,27.8.d_NK,TLW,ES
SCE,27.8_NK,TLW,ES
SCE,27.9.a,TLW,ES
SCE,27.9_NK,TLW,ES
SCE,27.1,TLW,FR
SCE,27.12,TLW,FR
SCE,27.14,TLW,FR
SCE,27.2,TLW,FR
SCE,27.4,TLW,FR
SCE,27.6,TLW,FR
SCE,27.7,TLW,FR
SCE,27.8,TLW,FR
SCE,27.9,TLW,FR
SCE,27,TLW,FR
SCE,27.1_NK,TLW,FR
SCE,27.1,TLW,FR
SCE,27.10.a,TLW,FR
SCE,27.10.a_NK,TLW,FR
SCE,27.10_NK,TLW,FR
SCE,27.12.a,TLW,FR
SCE,27.12.a_NK,TLW,FR
SCE,27.12_NK,TLW,FR
SCE,27.14.a,TLW,FR
SCE,27.2.a,TLW,FR
SCE,27.2.a_NK,TLW,FR
SCE,27.2.b,TLW,FR
SCE,27.2.b_NK,TLW,FR
SCE,27.4.a,TLW,FR
SCE,27.4.b,TLW,FR
SCE,27.4.c,TLW,FR
SCE,27.4_NK,TLW,FR
SCE,27.6_NK,TLW,FR
SCE,27.7.a,TLW,FR
SCE,27.7.b,TLW,FR
SCE,27.7.c,TLW,FR
SCE,27.7.c_NK,TLW,FR
SCE,27.7.d,TLW,FR
SCE,27.7.e,TLW,FR
SCE,27.7.f,TLW,FR
SCE,27.7.g,TLW,FR
SCE,27.7.h,TLW,FR
SCE,27.7.j,TLW,FR
SCE,27.7.j_NK,TLW,FR
SCE,27.7.k,TLW,FR
SCE,27.7.k_NK,TLW,FR
SCE,27.7_NK,TLW,FR
SCE,27.8.a,TLW,FR
SCE,27.8.b,TLW,FR
SCE,27.8.c,TLW,FR
SCE,27.8.d,TLW,FR
SCE,27.8.d_NK,TLW,FR
SCE,27.8.e,TLW,FR
SCE,27.8.e_NK,TLW,FR
SCE,27.8_NK,TLW,FR
SCE,27.9.b,TLW,FR
SCE,27.9.b_NK,TLW,FR
SCE,27_NK,TLW,FR
SCE,27.2,TLW,GB
SCE,27.4,TLW,GB
SCE,27.5,TLW,GB
SCE,27.6,TLW,GB
SCE,27.7,TLW,GB
SCE,27.8,TLW,GB
SCE,27,TLW,GB
SCE,27.2.a,TLW,GB
SCE,27.2.a_NK,TLW,GB
SCE,27.4.a,TLW,GB
SCE,27.4.b,TLW,GB
SCE,27.4.c,TLW,GB
SCE,27.4_NK,TLW,GB
SCE,27.5.b,TLW,GB
SCE,27.5.b_NK,TLW,GB
SCE,27.6.a,TLW,GB
SCE,27.6.b,TLW,GB
SCE,27.6.b_NK,TLW,GB
SCE,27.6_NK,TLW,GB
SCE,27.7.a,TLW,GB
SCE,27.7.b,TLW,GB
SCE,27.7.c,TLW,GB
SCE,27.7.c_NK,TLW,GB
SCE,27.7.d,TLW,GB
SCE,27.7.e,TLW,GB
SCE,27.7.f,TLW,GB
SCE,27.7.g,TLW,GB
SCE,27.7.h,TLW,GB
SCE,27.7.j,TLW,GB
SCE,27.7.j.2,TLW,GB
SCE,27.7.j_NK,TLW,GB
SCE,27.7.k,TLW,GB
SCE,27.7.k.2,TLW,GB
SCE,27.8.a,TLW,GB
SCE,27.8.b,TLW,GB
SCE,27.8.d,TLW,GB
SCE,27.8.d.2,TLW,GB
SCE,27.7,TLW,GG
SCE,27,TLW,GG
SCE,27.7.e,TLW,GG
SCE,27.1,TLW,IE
SCE,27.5,TLW,IE
SCE,27.6,TLW,IE
SCE,27.7,TLW,IE
SCE,27.8,TLW,IE
SCE,27,TLW,IE
SCE,27.1.a,TLW,IE
SCE,27.5.b,TLW,IE
SCE,27.5.b.1,TLW,IE
SCE,27.5.b.1.b,TLW,IE
SCE,27.6.a,TLW,IE
SCE,27.7.a,TLW,IE
SCE,27.7.b,TLW,IE
SCE,27.7.d,TLW,IE
SCE,27.7.e,TLW,IE
SCE,27.7.f,TLW,IE
SCE,27.7.g,TLW,IE
SCE,27.7.h,TLW,IE
SCE,27.7.j,TLW,IE
SCE,27.7.j.1,TLW,IE
SCE,27.7.j.2,TLW,IE
SCE,27.7.j_NK,TLW,IE
SCE,27.7.k,TLW,IE
SCE,27.7.k_NK,TLW,IE
SCE,27.8.a,TLW,IE
SCE,27.8.e,TLW,IE
SCE,27.8.e_NK,TLW,IE
SCE,27.4,TLW,IM
SCE,27.6,TLW,IM
SCE,27.7,TLW,IM
SCE,27,TLW,IM
SCE,27.4.a,TLW,IM
SCE,27.4.b,TLW,IM
SCE,27.6.a,TLW,IM
SCE,27.7.a,TLW,IM
SCE,27_NK,TLW,IM
SCE,27.7,TLW,JE
SCE,27,TLW,JE
SCE,27.7.e,TLW,JE
SCE,27.4,TLW,NL
SCE,27.7,TLW,NL
SCE,27,TLW,NL
SCE,27.4.a,TLW,NL
SCE,27.4.b,TLW,NL
SCE,27.4.c,TLW,NL
SCE,27.7.a,TLW,NL
SCE,27.7.d,TLW,NL
SCE,27.7.e,TLW,NL
SCE,27.7.f,TLW,NL
SCE,27.7.h,TLW,NL
SCE,27.2,TLW,NO
SCE,27.4,TLW,NO
SCE,27,TLW,NO
SCE,27.2.a,TLW,NO
SCE,27.2.a.2,TLW,NO
SCE,27.2.a_NK,TLW,NO
SCE,27.4.a,TLW,NO
SCE,27.4.b,TLW,NO
SCE,27.8,TLW,PT
SCE,27.9,TLW,PT
SCE,27,TLW,PT
SCE,27.8.c,TLW,PT
SCE,27.9.a,TLW,PT
SCE,27.9_NK,TLW,PT
SCF,27.8,TLW,ES
SCF,27.9,TLW,ES
SCF,27,TLW,ES
SCF,27.8.c,TLW,ES
SCF,27.9.a,TLW,ES
SCF,27.9.b,TLW,ES
SCF,27.9.b.2,TLW,ES
SCK,27.7,TLW,DE
SCK,27,TLW,DE
SCK,27.7.j,TLW,DE
SCK,27.7.j_NK,TLW,DE
SCK,27.7.k,TLW,DE
SCK,27.7.k_NK,TLW,DE
SCK,27.7,TLW,ES
SCK,27.8,TLW,ES
SCK,27.9,TLW,ES
SCK,27,TLW,ES
SCK,27.7.j,TLW,ES
SCK,27.7.j_NK,TLW,ES
SCK,27.8.c,TLW,ES
SCK,27.8.e,TLW,ES
SCK,27.8.e_NK,TLW,ES
SCK,27.9.a,TLW,ES
SCK,27.5,TLW,FR
SCK,27.7,TLW,FR
SCK,27.8,TLW,FR
SCK,27,TLW,FR
SCK,27.5.b,TLW,FR
SCK,27.5.b_NK,TLW,FR
SCK,27.7.d,TLW,FR
SCK,27.7.e,TLW,FR
SCK,27.8.a,TLW,FR
SCK,27.8.b,TLW,FR
SCK,27.8.c,TLW,FR
SCK,27_NK,TLW,FR
SCK,27.5,TLW,GB
SCK,27.6,TLW,GB
SCK,27.7,TLW,GB
SCK,27.8,TLW,GB
SCK,27.9,TLW,GB
SCK,27,TLW,GB
SCK,27.5.b,TLW,GB
SCK,27.5.b_NK,TLW,GB
SCK,27.6.a,TLW,GB
SCK,27.6.b,TLW,GB
SCK,27.6.b_NK,TLW,GB
SCK,27.7.b,TLW,GB
SCK,27.7.c,TLW,GB
SCK,27.7.c_NK,TLW,GB
SCK,27.7.e,TLW,GB
SCK,27.7.j,TLW,GB
SCK,27.7.j.2,TLW,GB
SCK,27.7.j_NK,TLW,GB
SCK,27.7.k,TLW,GB
SCK,27.7.k.2,TLW,GB
SCK,27.7.k_NK,TLW,GB
SCK,27.8.c,TLW,GB
SCK,27.8.d,TLW,GB
SCK,27.8.d.2,TLW,GB
SCK,27.8.d_NK,TLW,GB
SCK,27.8.e,TLW,GB
SCK,27.8.e_NK,TLW,GB
SCK,27.9.b,TLW,GB
SCK,27.9.b_NK,TLW,GB
SCK,27.6,TLW,IE
SCK,27.7,TLW,IE
SCK,27,TLW,IE
SCK,27.6.a,TLW,IE
SCK,27.7.b,TLW,IE
SCK,27.7.c,TLW,IE
SCK,27.7.c_NK,TLW,IE
SCK,27.7.j,TLW,IE
SCK,27.7.j_NK,TLW,IE
SCK,27.7.k,TLW,IE
SCK,27.7.k_NK,TLW,IE
SCK,27.12,TLW,PT
SCK,27.2,TLW,PT
SCK,27.6,TLW,PT
SCK,27.8,TLW,PT
SCK,27.9,TLW,PT
SCK,27,TLW,PT
SCK,27.1,TLW,PT
SCK,27.10.a,TLW,PT
SCK,27.10.a_NK,TLW,PT
SCK,27.10_NK,TLW,PT
SCK,27.12_NK,TLW,PT
SCK,27.2_NK,TLW,PT
SCK,27.6.b,TLW,PT
SCK,27.6.b_NK,TLW,PT
SCK,27.6_NK,TLW,PT
SCK,27.8.c,TLW,PT
SCK,27.9.a,TLW,PT
SCK,27.9.b,TLW,PT
SCK,27.9.b_NK,TLW,PT
SCK,27.9_NK,TLW,PT
SCK,27_NK,TLW,PT
SCL,27.4,TLW,BE
SCL,27.7,TLW,BE
SCL,27.8,TLW,BE
SCL,27,TLW,BE
SCL,27.4.b,TLW,BE
SCL,27.4.c,TLW,BE
SCL,27.7.a,TLW,BE
SCL,27.7.d,TLW,BE
SCL,27.7.e,TLW,BE
SCL,27.7.f,TLW,BE
SCL,27.7.g,TLW,BE
SCL,27.7.h,TLW,BE
SCL,27.8.a,TLW,BE
SCL,27.8.b,TLW,BE
SCL,27.3,TLW,DK
SCL,27.4,TLW,DK
SCL,27,TLW,DK
SCL,27.3.a,TLW,DK
SCL,27.4.a,TLW,DK
SCL,27.4.b,TLW,DK
SCL,27.4.c,TLW,DK
SCL,27.6,TLW,ES
SCL,27.7,TLW,ES
SCL,27.8,TLW,ES
SCL,27.9,TLW,ES
SCL,27,TLW,ES
SCL,27.1,TLW,ES
SCL,27.10.b,TLW,ES
SCL,27.6.a,TLW,ES
SCL,27.7.b,TLW,ES
SCL,27.7.c,TLW,ES
SCL,27.7.c_NK,TLW,ES
SCL,27.7.e,TLW,ES
SCL,27.7.g,TLW,ES
SCL,27.7.h,TLW,ES
SCL,27.7.j,TLW,ES
SCL,27.7.j_NK,TLW,ES
SCL,27.8.a,TLW,ES
SCL,27.8.b,TLW,ES
SCL,27.8.c,TLW,ES
SCL,27.8.d,TLW,ES
SCL,27.8.d.1,TLW,ES
SCL,27.8.d.2,TLW,ES
SCL,27.8.d_NK,TLW,ES
SCL,27.8.e,TLW,ES
SCL,27.8.e.1,TLW,ES
SCL,27.9.a,TLW,ES
SCL,27.9.b,TLW,ES
SCL,27.9.b.1,TLW,ES
SCL,27.9_NK,TLW,ES
SCL,27.2,TLW,FR
SCL,27.4,TLW,FR
SCL,27.6,TLW,FR
SCL,27.7,TLW,FR
SCL,27.8,TLW,FR
SCL,27.9,TLW,FR
SCL,27,TLW,FR
SCL,27.2.b,TLW,FR
SCL,27.2.b_NK,TLW,FR
SCL,27.4.b,TLW,FR
SCL,27.4.c,TLW,FR
SCL,27.6.a,TLW,FR
SCL,27.7.a,TLW,FR
SCL,27.7.b,TLW,FR
SCL,27.7.c,TLW,FR
SCL,27.7.c_NK,TLW,FR
SCL,27.7.d,TLW,FR
SCL,27.7.e,TLW,FR
SCL,27.7.f,TLW,FR
SCL,27.7.g,TLW,FR
SCL,27.7.h,TLW,FR
SCL,27.7.j,TLW,FR
SCL,27.7.j_NK,TLW,FR
SCL,27.7.k,TLW,FR
SCL,27.7.k_NK,TLW,FR
SCL,27.7_NK,TLW,FR
SCL,27.8.a,TLW,FR
SCL,27.8.b,TLW,FR
SCL,27.8.c,TLW,FR
SCL,27.8.d,TLW,FR
SCL,27.8.d_NK,TLW,FR
SCL,27.9.a,TLW,FR
SCL,27_NK,TLW,FR
SCL,27.4,TLW,GB
SCL,27.6,TLW,GB
SCL,27.7,TLW,GB
SCL,27,TLW,GB
SCL,27.4.a,TLW,GB
SCL,27.4.b,TLW,GB
SCL,27.6.a,TLW,GB
SCL,27.7.a,TLW,GB
SCL,27.7.k,TLW,GB
SCL,27.7.k_NK,TLW,GB
SCL,27.4,TLW,NL
SCL,27.7,TLW,NL
SCL,27,TLW,NL
SCL,27.4.b,TLW,NL
SCL,27.4.c,TLW,NL
SCL,27.7.d,TLW,NL
SCL,27.7.e,TLW,NL
SCL,27.8,TLW,PT
SCL,27.9,TLW,PT
SCL,27,TLW,PT
SCL,27.1,TLW,PT
SCL,27.10.a,TLW,PT
SCL,27.10.a.1,TLW,PT
SCL,27.10.a.2,TLW,PT
SCL,27.8.b,TLW,PT
SCL,27.8.c,TLW,PT
SCL,27.9.a,TLW,PT
SCL,27.9.b,TLW,PT
SCL,27.9.b.2,TLW,PT
SCL,27.9_NK,TLW,PT
SCO,27.3,TLW,DK
SCO,27.4,TLW,DK
SCO,27,TLW,DK
SCO,27.3.a,TLW,DK
SCO,27.4_NK,TLW,DK
SCO,27.1,TLW,ES
SCO,27.12,TLW,ES
SCO,27.14,TLW,ES
SCO,27.2,TLW,ES
SCO,27.6,TLW,ES
SCO,27.7,TLW,ES
SCO,27.8,TLW,ES
SCO,27.9,TLW,ES
SCO,27,TLW,ES
SCO,27.1.b,TLW,ES
SCO,27.1_NK,TLW,ES
SCO,27.1,TLW,ES
SCO,27.10.a,TLW,ES
SCO,27.10.a.1,TLW,ES
SCO,27.10_NK,TLW,ES
SCO,27.12.c,TLW,ES
SCO,27.14.b,TLW,ES
SCO,27.14.b.1,TLW,ES
SCO,27.14.b.2,TLW,ES
SCO,27.2.a,TLW,ES
SCO,27.2.a.1,TLW,ES
SCO,27.2.a.2,TLW,ES
SCO,27.2.a_NK,TLW,ES
SCO,27.2.b,TLW,ES
SCO,27.2.b.2,TLW,ES
SCO,27.2.b_NK,TLW,ES
SCO,27.6.a,TLW,ES
SCO,27.6.b,TLW,ES
SCO,27.6.b_NK,TLW,ES
SCO,27.6_NK,TLW,ES
SCO,27.7.b,TLW,ES
SCO,27.7.c,TLW,ES
SCO,27.7.c.2,TLW,ES
SCO,27.7.c_NK,TLW,ES
SCO,27.7.d,TLW,ES
SCO,27.7.e,TLW,ES
SCO,27.7.f,TLW,ES
SCO,27.7.g,TLW,ES
SCO,27.7.h,TLW,ES
SCO,27.7.j,TLW,ES
SCO,27.7.j.2,TLW,ES
SCO,27.7.j_NK,TLW,ES
SCO,27.7.k,TLW,ES
SCO,27.7.k.2,TLW,ES
SCO,27.7.k_NK,TLW,ES
SCO,27.8.a,TLW,ES
SCO,27.8.b,TLW,ES
SCO,27.8.c,TLW,ES
SCO,27.8.d,TLW,ES
SCO,27.8.d.1,TLW,ES
SCO,27.8.d.2,TLW,ES
SCO,27.8.d_NK,TLW,ES
SCO,27.8.e,TLW,ES
SCO,27.8.e.2,TLW,ES
SCO,27.8.e_NK,TLW,ES
SCO,27.8_NK,TLW,ES
SCO,27.9.a,TLW,ES
SCO,27.9.b,TLW,ES
SCO,27.9.b.1,TLW,ES
SCO,27.9.b_NK,TLW,ES
SCO,27.9_NK,TLW,ES
SCO,27.12,TLW,FR
SCO,27.6,TLW,FR
SCO,27.7,TLW,FR
SCO,27.8,TLW,FR
SCO,27,TLW,FR
SCO,27.12_NK,TLW,FR
SCO,27.6.a,TLW,FR
SCO,27.6.b,TLW,FR
SCO,27.6.b_NK,TLW,FR
SCO,27.7.c,TLW,FR
SCO,27.7.c_NK,TLW,FR
SCO,27.7.f,TLW,FR
SCO,27.7.g,TLW,FR
SCO,27.7.h,TLW,FR
SCO,27.7.j,TLW,FR
SCO,27.7.j_NK,TLW,FR
SCO,27.7.k,TLW,FR
SCO,27.7.k_NK,TLW,FR
SCO,27.8.a,TLW,FR
SCO,27.8.b,TLW,FR
SCO,27.8.d,TLW,FR
SCO,27.8.d_NK,TLW,FR
